,cidade_estado,endereco,lat_lon,latitude,longitude
595,"Malta, Paraíba","Malta - State of Paraíba, Brazil","(-6.869354500000001, -37.5321341)",-6.869354500000001,-37.5321341
596,"Mamanguape, Paraíba","Mamanguape - State of Paraíba, Brazil","(-6.838664, -35.1366457)",-6.838664,-35.1366457
597,"Manaus, Amazonas","Manaus, State of Amazonas, Brazil","(-3.1190275, -60.0217314)",-3.1190275,-60.0217314
598,"Manaus, Rio Grande do Norte","R. Maracanã, 8 - Redenção, Manaus - AM, 69047-481, Brazil","(-3.0520611, -60.04493540000001)",-3.0520611,-60.04493540000001
599,"Manicoré, Amazonas","Manicoré - State of Amazonas, 69280-000, Brazil","(-6.511245499999999, -60.9540073)",-6.511245499999999,-60.9540073
600,"Mantena, Minas Gerais","Mantena, MG, 35290-000, Brazil","(-18.7765523, -40.9877527)",-18.7765523,-40.9877527
601,"Marabá, Pará","Marabá - State of Pará, Brazil","(-5.5927124, -50.1832516)",-5.5927124,-50.1832516
602,"Maracanaú, Ceará","Maracanaú, CE, Brazil","(-3.8674127, -38.6261113)",-3.8674127,-38.6261113
603,"Maragogipe, Bahia","Maragogipe - State of Bahia, Brazil","(-12.7774012, -38.9211456)",-12.7774012,-38.9211456
604,"Maranguape, Ceará","Maranguape - State of Ceará, Brazil","(-3.8829604, -38.6775829)",-3.8829604,-38.6775829
605,"Maravilha, Santa Catarina","Maravilha - State of Santa Catarina, Brazil","(-26.755959, -53.1965079)",-26.755959,-53.1965079
606,"Marcelino  vieira, Não Informado","Marcelino Vieira - State of Rio Grande do Norte, Brazil","(-6.295049300000001, -38.1664283)",-6.295049300000001,-38.1664283
607,"Marcelino  vieira, Rio Grande do Norte","Marcelino Vieira - State of Rio Grande do Norte, Brazil","(-6.295049300000001, -38.1664283)",-6.295049300000001,-38.1664283
608,"Marcelino vieira, Rio Grande do Norte","Marcelino Vieira - State of Rio Grande do Norte, Brazil","(-6.295049300000001, -38.1664283)",-6.295049300000001,-38.1664283
609,"Mari, Paraíba","Mari, State of Paraíba, 58345-000, Brazil","(-7.052300499999999, -35.3201392)",-7.052300499999999,-35.3201392
610,"Mariana, Minas Gerais","Mariana, State of Minas Gerais, 35420-000, Brazil","(-20.3652719, -43.4150073)",-20.3652719,-43.4150073
611,"Maricá, Rio de Janeiro","Maricá, RJ, Brazil","(-22.9160994, -42.819192)",-22.9160994,-42.819192
612,"Marilândia, Espírito Santo","Marilândia - State of Espírito Santo, Brazil","(-19.41654, -40.5330604)",-19.41654,-40.5330604
613,"Maringá, Paraná","Maringá - Floriano, Maringá - State of Paraná, Brazil","(-23.4209995, -51.9330558)",-23.4209995,-51.9330558
614,"Martins, Rio Grande do Norte","Martins - State of Rio Grande do Norte, Brazil","(-6.0892199, -37.9117779)",-6.0892199,-37.9117779
615,"Martins, São Paulo","R. Conselheiro Ramalho, 330 - Bela Vista, São Paulo - SP, 01325-000, Brazil","(-23.555329, -46.6446411)",-23.555329,-46.6446411
616,"Martins-rn, Rio Grande do Norte","Martins - State of Rio Grande do Norte, Brazil","(-6.0892199, -37.9117779)",-6.0892199,-37.9117779
617,"Marília, São Paulo","Marília - State of São Paulo, Brazil","(-22.2175825, -49.95052150000001)",-22.2175825,-49.95052150000001
618,"Matelândia, Paraná","Matelândia - State of Paraná, Brazil","(-25.2425821, -53.9794332)",-25.2425821,-53.9794332
619,"Matias olímpio, Piauí","Matias Olímpio - State of Piauí, Brazil","(-3.7162123, -42.5551667)",-3.7162123,-42.5551667
620,"Mauá, São Paulo","Mauá, SP, Brazil","(-23.666558, -46.4599145)",-23.666558,-46.4599145
621,"Maxaranguape, Não Informado","Maxaranguape - State of Rio Grande do Norte, Brazil","(-5.410194499999999, -35.3114894)",-5.410194499999999,-35.3114894
622,"Maxaranguape, Rio Grande do Norte","Maxaranguape - State of Rio Grande do Norte, Brazil","(-5.410194499999999, -35.3114894)",-5.410194499999999,-35.3114894
623,"Mesquita, Rio de Janeiro","Mesquita, RJ, Brazil","(-22.7819449, -43.4293183)",-22.7819449,-43.4293183
624,"Messias targino, Não Informado","Messias Targino - State of Rio Grande do Norte, Brazil","(-6.0768362, -37.5126523)",-6.0768362,-37.5126523
625,"Messias targino, Rio Grande do Norte","Messias Targino - State of Rio Grande do Norte, Brazil","(-6.0768362, -37.5126523)",-6.0768362,-37.5126523
626,"Milagres, Ceará","Milagres - State of Ceará, Brazil","(-7.3155983, -38.9384361)",-7.3155983,-38.9384361
627,"Minaçu, Goiás","Minaçu, GO, 76450-000, Brazil","(-13.5308501, -48.2210137)",-13.5308501,-48.2210137
628,"Mineiros, Goiás","Mineiros, GO, 75830-000, Brazil","(-17.5624415, -52.5489206)",-17.5624415,-52.5489206
629,"Missão velha, Ceará","Missão Velha - State of Ceará, Brazil","(-7.2497022, -39.1402401)",-7.2497022,-39.1402401
630,"Mogi das cruzes, São Paulo","Mogi das Cruzes - State of São Paulo, Brazil","(-23.5386445, -46.1709012)",-23.5386445,-46.1709012
631,"Mondaí, Santa Catarina","Mondaí, SC, 89893-000, Brazil","(-27.1019098, -53.3990865)",-27.1019098,-53.3990865
632,"Monsenhor hipólito, Piauí","Monsenhor Hipólito - PI, Brazil","(-6.997017, -41.0269849)",-6.997017,-41.0269849
633,"Montanhas, Não Informado",,,,
634,"Montanhas, Rio Grande do Norte","Montanhas - State of Rio Grande do Norte, Brazil","(-6.4856417, -35.2844393)",-6.4856417,-35.2844393
635,"Monte alegre, Não Informado",,,,
636,"Monte alegre, Rio Grande do Norte","Monte Alegre - State of Rio Grande do Norte, Brazil","(-6.067271900000001, -35.334062)",-6.067271900000001,-35.334062
637,"Monte alegre, São Paulo","Vila Monte Alegre, São Paulo - SP, Brazil","(-23.6283836, -46.6355399)",-23.6283836,-46.6355399
638,"Monte das gameleiras, Rio Grande do Norte","Monte das Gameleiras, RN, 59217-000, Brazil","(-6.4398083, -35.7855319)",-6.4398083,-35.7855319
639,"Monteiro, Paraíba","Monteiro, State of Paraíba, 58500-000, Brazil","(-7.8887727, -37.1171012)",-7.8887727,-37.1171012
640,"Montes claros, Minas Gerais","Montes Claros, MG, Brazil","(-16.7286406, -43.8582139)",-16.7286406,-43.8582139
641,"Monção, Maranhão","Monção - State of Maranhão, Brazil","(-3.4864513, -45.2498488)",-3.4864513,-45.2498488
642,"Morada nova, Ceará","Morada Nova - State of Ceará, Brazil","(-5.097983, -38.3705722)",-5.097983,-38.3705722
643,"Moreno, Pernambuco","Moreno, State of Pernambuco, 54800-000, Brazil","(-8.1074357, -35.1045175)",-8.1074357,-35.1045175
644,"Morro do chapéu, Bahia","Morro do Chapéu - State of Bahia, Brazil","(-11.5493505, -41.1560657)",-11.5493505,-41.1560657
645,"Mossoro, Rio Grande do Norte","Mossoró, State of Rio Grande do Norte, Brazil","(-5.1841285, -37.3477805)",-5.1841285,-37.3477805
646,"Mossoró, Não Informado","Mossoró, State of Rio Grande do Norte, Brazil","(-5.1841285, -37.3477805)",-5.1841285,-37.3477805
647,"Mossoró, Paraíba","Av. Alberto Maranhão, 1750 - Alto da Conceição, Mossoró - RN, 59600-195, Brazil","(-5.1959078, -37.3471951)",-5.1959078,-37.3471951
648,"Mossoró, Rio Grande do Norte","Mossoró, State of Rio Grande do Norte, Brazil","(-5.1841285, -37.3477805)",-5.1841285,-37.3477805
649,"Mucuri, Bahia","Mucuri - State of Bahia, 45930-000, Brazil","(-18.1573155, -39.734338)",-18.1573155,-39.734338
650,"Mundo novo, Bahia","Mundo Novo - State of Bahia, Brazil","(-11.8573649, -40.47250409999999)",-11.8573649,-40.47250409999999
651,"Município ignorado - rn, Rio Grande do Norte","State of Rio Grande do Norte, Brazil","(-5.402580299999999, -36.954107)",-5.402580299999999,-36.954107
652,"Muriaé, Minas Gerais","Muriaé, State of Minas Gerais, 36880-000, Brazil","(-21.1291403, -42.3702252)",-21.1291403,-42.3702252
653,"Mâncio lima, Acre","Mâncio Lima - State of Acre, Brazil","(-7.593656999999999, -72.9265051)",-7.593656999999999,-72.9265051
654,"Nanuque, Minas Gerais","Nanuque - State of Minas Gerais, 39860-000, Brazil","(-17.8443021, -40.34250249999999)",-17.8443021,-40.34250249999999
655,"Natal, Acre","Natal, State of Rio Grande do Norte, Brazil","(-5.7792569, -35.200916)",-5.7792569,-35.200916
656,"Natal, Amapá","Natal, State of Rio Grande do Norte, Brazil","(-5.7792569, -35.200916)",-5.7792569,-35.200916
657,"Natal, Amazonas","Manaus - State of Amazonas, Brazil","(-2.1013145, -60.0421758)",-2.1013145,-60.0421758
658,"Natal, Bahia","Bairro do Natal, Camaçari - BA, Brazil","(-12.694008, -38.3211834)",-12.694008,-38.3211834
659,"Natal, Ceará","R. Pedro Fonseca Filho, 291 - Ponta Negra, Natal - RN, 59090-080, Brazil","(-5.8765779, -35.1767086)",-5.8765779,-35.1767086
660,"Natal, Distrito Federal","Natal, Ciudad de México, CDMX, Mexico","(19.4910744, -99.13757199999999)",19.4910744,-99.13757199999999
661,"Natal, Goiás","5ª Avenida - Setor Leste Universitário, Goiânia - GO, 74001-970, Brazil","(-16.6753138, -49.2436274)",-16.6753138,-49.2436274
662,"Natal, Ignorado/exterior",,,,
663,"Natal, Maranhão","R. Maranhão, 1000 - Nova Imperatriz, Imperatriz - MA, 65907-110, Brazil","(-5.5221481, -47.4849762)",-5.5221481,-47.4849762
664,"Natal, Minas Gerais","Natal, Ituiutaba - MG, Brazil","(-18.9901738, -49.470754)",-18.9901738,-49.470754
665,"Natal, Não Informado","Natal, State of Rio Grande do Norte, Brazil","(-5.7792569, -35.200916)",-5.7792569,-35.200916
666,"Natal, Paraná","Unnamed Road, 87930-000, Querência do Norte - PR, Brazil","(-23.149942, -53.6349019)",-23.149942,-53.6349019
667,"Natal, Paraíba","R. Rita de Cássia, 194-262 - Mutirão, Sousa - PB, Brazil","(-6.783337599999999, -38.2509735)",-6.783337599999999,-38.2509735
668,"Natal, Pará","Natal, Novo Progresso - PA, 68193-000, Brazil","(-6.6637042, -55.49368089999999)",-6.6637042,-55.49368089999999
669,"Natal, Pernambuco","Natal, State of Rio Grande do Norte, Brazil","(-5.7792569, -35.200916)",-5.7792569,-35.200916
670,"Natal, Piauí","Monsenhor Gil - State of Piauí, 64450-000, Brazil","(-5.564004, -42.61319839999999)",-5.564004,-42.61319839999999
671,"Natal, Rio Grande do Norte","Natal, State of Rio Grande do Norte, Brazil","(-5.7792569, -35.200916)",-5.7792569,-35.200916
672,"Natal, Rio Grande do Sul","Natal, Gravataí - RS, Brazil","(-29.9290762, -50.9953762)",-29.9290762,-50.9953762
673,"Natal, Rio de Janeiro","Tv. Natal - Madureira, Rio de Janeiro - RJ, 21351-405, Brazil","(-22.8760648, -43.3360815)",-22.8760648,-43.3360815
674,"Natal, Santa Catarina","R. Alberto Stein, 199 - Velha, Blumenau - SC, 89036-200, Brazil","(-26.9158868, -49.0852179)",-26.9158868,-49.0852179
675,"Natal, São Paulo","Rua Guaianases, 41 - Centro, São Paulo - SP, 01204-000, Brazil","(-23.540878, -46.640494)",-23.540878,-46.640494
676,"Natividade, Rio Grande do Norte","R. Natividade - Potengi, Natal - RN, 59112-590, Brazil","(-5.7554146, -35.25806730000001)",-5.7554146,-35.25806730000001
677,"Nazaré da mata, Pernambuco","Nazaré da Mata - State of Pernambuco, Brazil","(-7.7427552, -35.2280402)",-7.7427552,-35.2280402
678,"Nilópolis, Rio de Janeiro","Nilópolis - State of Rio de Janeiro, Brazil","(-22.8098254, -43.4193812)",-22.8098254,-43.4193812
679,"Niquelândia, Goiás","Niquelândia - State of Goiás, 76420-000, Brazil","(-14.4715177, -48.558749)",-14.4715177,-48.558749
680,"Niteroi, Rio de Janeiro","Niterói, State of Rio de Janeiro, Brazil","(-22.8858975, -43.1152211)",-22.8858975,-43.1152211
681,"Niterói, Rio Grande do Norte","R. Dr. Celestino, 122 - 528 - Centro, Niterói - RJ, 24020-094, Brazil","(-22.8957696, -43.1155892)",-22.8957696,-43.1155892
682,"Niterói, Rio de Janeiro","Niterói, State of Rio de Janeiro, Brazil","(-22.8858975, -43.1152211)",-22.8858975,-43.1152211
683,"Nossa senhora das dores, Sergipe","Nossa Senhora das Dores - State of Sergipe, Brazil","(-10.4877509, -37.1936781)",-10.4877509,-37.1936781
684,"Nova cruz, Não Informado","Nova Cruz - State of Rio Grande do Norte, Brazil","(-6.4472391, -35.4124355)",-6.4472391,-35.4124355
685,"Nova cruz, Paraíba","Nova Cruz, RN, 59215-000, Brazil","(-6.475518, -35.4289332)",-6.475518,-35.4289332
686,"Nova cruz, Pernambuco","Nova Cruz, Igarassu - PE, Brazil","(-7.8491564, -34.8456139)",-7.8491564,-34.8456139
687,"Nova cruz, Rio Grande do Norte","Nova Cruz - State of Rio Grande do Norte, Brazil","(-6.4472391, -35.4124355)",-6.4472391,-35.4124355
688,"Nova cruz, São Paulo","R. Nova Cruz - Jardim Gonzaga, São Paulo - SP, 03756-030, Brazil","(-23.5060925, -46.5049765)",-23.5060925,-46.5049765
689,"Nova floresta, Paraíba","Nova Floresta, State of Paraíba, 58178-000, Brazil","(-6.4554493, -36.2040497)",-6.4554493,-36.2040497
690,"Nova friburgo, Rio de Janeiro","Nova Friburgo, State of Rio de Janeiro, Brazil","(-22.2887261, -42.5340796)",-22.2887261,-42.5340796
691,"Nova iguaçu, Rio de Janeiro","Nova Iguaçu, State of Rio de Janeiro, Brazil","(-22.7561319, -43.4607419)",-22.7561319,-43.4607419
692,"Nova olímpia, Mato Grosso","Nova Olímpia - State of Mato Grosso, Brazil","(-14.7799783, -57.2870898)",-14.7799783,-57.2870898
693,"Nova palmeira, Paraíba","Nova Palmeira - State of Paraíba, Brazil","(-6.6852341, -36.4147889)",-6.6852341,-36.4147889
694,"Nova petrópolis, Rio Grande do Sul","Nova Petrópolis - RS, Brazil","(-29.3739225, -51.1077904)",-29.3739225,-51.1077904
695,"Nova venécia, Espírito Santo","Nova Venécia - State of Espírito Santo, Brazil","(-18.7074974, -40.3956184)",-18.7074974,-40.3956184
696,"Novo hamburgo, Rio Grande do Sul","Novo Hamburgo - RS, Brazil","(-29.7577375, -51.03319330000001)",-29.7577375,-51.03319330000001
697,"Novo horizonte, São Paulo","Novo Horizonte, SP, 14960-000, Brazil","(-21.4649748, -49.2246518)",-21.4649748,-49.2246518
698,"Novo oriente, Ceará","Novo Oriente - State of Ceará, Brazil","(-5.614833, -40.7564002)",-5.614833,-40.7564002
699,"Não informado, Acre","State of Acre, Brazil","(-9.0237964, -70.81199529999999)",-9.0237964,-70.81199529999999
700,"Não informado, Alagoas","State of Alagoas, Brazil","(-9.5713058, -36.7819505)",-9.5713058,-36.7819505
701,"Não informado, Amapá","State of Amapá, Brazil","(0.9019925, -52.0029565)",0.9019925,-52.0029565
702,"Não informado, Amazonas","State of Amazonas, Brazil","(-3.4168427, -65.8560646)",-3.4168427,-65.8560646
703,"Não informado, Bahia","State of Bahia, Brazil","(-12.579738, -41.7007272)",-12.579738,-41.7007272
704,"Não informado, Ceará",,,,
705,"Não informado, Distrito Federal","Brasilia - Federal District, Brazil","(-15.7997654, -47.8644715)",-15.7997654,-47.8644715
706,"Não informado, Goiás","State of Goiás, Brazil","(-15.8270369, -49.8362237)",-15.8270369,-49.8362237
707,"Não informado, Ignorado/exterior",,,,
708,"Não informado, Maranhão","State of Maranhão, Brazil","(-4.9609498, -45.2744159)",-4.9609498,-45.2744159
709,"Não informado, Mato Grosso","State of Mato Grosso, Brazil","(-12.6818712, -56.921099)",-12.6818712,-56.921099
710,"Não informado, Mato Grosso do Sul","State of Mato Grosso do Sul, Brazil","(-20.7722295, -54.7851531)",-20.7722295,-54.7851531
711,"Não informado, Minas Gerais","State of Minas Gerais, Brazil","(-18.512178, -44.5550308)",-18.512178,-44.5550308
712,"Não informado, Não Informado",,,,
713,"Não informado, Paraná","Rua Omar Raymundo Picheth, 146 - Xaxim, Curitiba - PR, 81810-260, Brazil","(-25.5067831, -49.2823461)",-25.5067831,-49.2823461
714,"Não informado, Paraíba","State of Paraíba, Brazil","(-7.239960900000001, -36.7819505)",-7.239960900000001,-36.7819505
715,"Não informado, Pará","State of Pará, Brazil","(-1.9981271, -54.9306152)",-1.9981271,-54.9306152
716,"Não informado, Pernambuco","State of Pernambuco, Brazil","(-8.8137173, -36.954107)",-8.8137173,-36.954107
717,"Não informado, Piauí","State of Piauí, Brazil","(-7.718340100000001, -42.72892359999999)",-7.718340100000001,-42.72892359999999
718,"Não informado, Rio Grande do Norte","State of Rio Grande do Norte, Brazil","(-5.402580299999999, -36.954107)",-5.402580299999999,-36.954107
719,"Não informado, Rio Grande do Sul","State of Rio Grande do Sul, Brazil","(-30.0346316, -51.2176986)",-30.0346316,-51.2176986
720,"Não informado, Rio de Janeiro","Rio de Janeiro, State of Rio de Janeiro, Brazil","(-22.9068467, -43.1728965)",-22.9068467,-43.1728965
721,"Não informado, Rondônia","State of Rondônia, Brazil","(-11.5057341, -63.580611)",-11.5057341,-63.580611
722,"Não informado, Roraima","State of Roraima, Brazil","(2.7375971, -62.0750998)",2.7375971,-62.0750998
723,"Não informado, Santa Catarina","R. Néo Alves Martins, 2738 - CENTRO, Maringá - PR, 87013-060, Brazil","(-23.422647, -51.940429)",-23.422647,-51.940429
724,"Não informado, Sergipe","State of Sergipe, Brazil","(-10.5740934, -37.3856581)",-10.5740934,-37.3856581
725,"Não informado, São Paulo","São Paulo, State of São Paulo, Brazil","(-23.5505199, -46.63330939999999)",-23.5505199,-46.63330939999999
726,"Não informado, Tocantins","State of Tocantins, Brazil","(-10.17528, -48.2982474)",-10.17528,-48.2982474
727,"Nísia floresta, Não Informado","Nísia Floresta - State of Rio Grande do Norte, Brazil","(-6.089713799999999, -35.2081248)",-6.089713799999999,-35.2081248
728,"Nísia floresta, Rio Grande do Norte","Nísia Floresta - State of Rio Grande do Norte, Brazil","(-6.089713799999999, -35.2081248)",-6.089713799999999,-35.2081248
729,"Ocara, Ceará","Ocara - State of Ceará, 62755-000, Brazil","(-4.5215418, -38.5270305)",-4.5215418,-38.5270305
730,"Oeiras, Piauí","Oeiras - State of Piauí, Brazil","(-7.014662299999999, -42.1255944)",-7.014662299999999,-42.1255944
731,"Olho d'água, Paraíba","Olho d'Água - State of Paraíba, Brazil","(-7.2283807, -37.7502484)",-7.2283807,-37.7502484
732,"Olho dagua do borges, Rio Grande do Norte","Olho-d'Água do Borges - State of Rio Grande do Norte, Brazil","(-5.9551156, -37.7050536)",-5.9551156,-37.7050536
733,"Olho d´água do borges, Rio Grande do Norte","Olho-d'Água do Borges - State of Rio Grande do Norte, Brazil","(-5.9551156, -37.7050536)",-5.9551156,-37.7050536
734,"Olho d´água do borges, São Paulo","R. Olho Dágua do Borges - Vila Silvia, São Paulo - SP, Brazil","(-23.4973512, -46.5042367)",-23.4973512,-46.5042367
735,"Olinda, Pernambuco","Olinda - State of Pernambuco, Brazil","(-7.990632100000001, -34.8416598)",-7.990632100000001,-34.8416598
736,"Oriximiná, Pará","Oriximiná, PA, 68270-000, Brazil","(-1.7618311, -55.86381549999999)",-1.7618311,-55.86381549999999
737,"Orocó, Pernambuco","Orocó - State of Pernambuco, Brazil","(-8.522694099999999, -39.5755282)",-8.522694099999999,-39.5755282
738,"Orós, Ceará","Orós - State of Ceará, Brazil","(-6.240167599999999, -38.9459326)",-6.240167599999999,-38.9459326
739,"Osasco, São Paulo","Osasco - State of São Paulo, Brazil","(-23.5372048, -46.7962319)",-23.5372048,-46.7962319
740,"Ouricuri, Pernambuco","Ouricuri, PE, 56200-000, Brazil","(-7.8808775, -40.0810267)",-7.8808775,-40.0810267
741,"Ourinhos, São Paulo","Ourinhos - State of São Paulo, Brazil","(-22.9493713, -49.87520689999999)",-22.9493713,-49.87520689999999
742,"Ouro branco, Não Informado","Ouro Branco, Novo Hamburgo - RS, Brazil","(-29.7052699, -51.1301365)",-29.7052699,-51.1301365
743,"Ouro branco, Rio Grande do Norte","Ouro Branco - State of Rio Grande do Norte, Brazil","(-6.7037776, -36.9452954)",-6.7037776,-36.9452954
744,"Ouro preto do oeste, Rondônia","Ouro Preto do Oeste - State of Rondônia, 76920-000, Brazil","(-10.6008331, -62.3095833)",-10.6008331,-62.3095833
745,"Ouro preto, Minas Gerais","Ouro Preto, State of Minas Gerais, 35400-000, Brazil","(-20.3855743, -43.5035777)",-20.3855743,-43.5035777
746,"Pacajus, Ceará","Pacajús, State of Ceará, 62870-000, Brazil","(-4.1731846, -38.460945)",-4.1731846,-38.460945
747,"Palmares, Pernambuco","Palmares, PE, 55540-000, Brazil","(-8.6764828, -35.5821519)",-8.6764828,-35.5821519
748,"Palmas, Tocantins","Palmas, TO, Brazil","(-10.249091, -48.32428580000001)",-10.249091,-48.32428580000001
749,"Palmeira dos índios, Alagoas","Palmeira dos Índios, AL, Brazil","(-9.406106, -36.6331433)",-9.406106,-36.6331433
750,"Paracambi, Rio de Janeiro","Paracambi, RJ, Brazil","(-22.6083065, -43.7112547)",-22.6083065,-43.7112547
751,"Paracuru, Ceará","Paracuru, CE, 62680-000, Brazil","(-3.4142906, -39.0303806)",-3.4142906,-39.0303806
752,"Paragominas, Pará","Paragominas - State of Pará, Brazil","(-3.0026165, -47.3530977)",-3.0026165,-47.3530977
753,"Paranavaí, Paraná","Paranavaí, State of Paraná, Brazil","(-23.0821226, -52.4622155)",-23.0821226,-52.4622155
754,"Paraná, Paraíba","Av. Paraná, 38, Guaratuba - PR, 83280-000, Brazil","(-25.8861576, -48.5767428)",-25.8861576,-48.5767428
755,"Paraná, Rio Grande do Norte","Paraná - State of Rio Grande do Norte, Brazil","(-6.4616269, -38.2602321)",-6.4616269,-38.2602321
756,"Parauapebas, Pará","Parauapebas - State of Pará, 68515-000, Brazil","(-6.0687491, -49.9035843)",-6.0687491,-49.9035843
757,"Paraupebas, Pará","Parauapebas - State of Pará, 68515-000, Brazil","(-6.0687491, -49.9035843)",-6.0687491,-49.9035843
758,"Parazinho, Rio Grande do Norte","Parazinho, RN, 59586-000, Brazil","(-5.2278117, -35.8408999)",-5.2278117,-35.8408999
759,"Paraú, Rio Grande do Norte","Paraú - State of Rio Grande do Norte, Brazil","(-5.766163100000001, -37.1687339)",-5.766163100000001,-37.1687339
760,"Paraúna, Goiás","Paraúna - State of Goiás, 75980-000, Brazil","(-16.9480744, -50.4482633)",-16.9480744,-50.4482633
761,"Parelhas, Não Informado","Parelhas, RN, 59360-000, Brazil","(-6.6858425, -36.6602483)",-6.6858425,-36.6602483
762,"Parelhas, Rio Grande do Norte","Parelhas, RN, 59360-000, Brazil","(-6.6858425, -36.6602483)",-6.6858425,-36.6602483
763,"Parintins, Amazonas","Parintins - State of Amazonas, Brazil","(-2.633616, -56.7319696)",-2.633616,-56.7319696
764,"Pariquera-açu, São Paulo","Pariquera-Açu, State of São Paulo, 11930-000, Brazil","(-24.7154583, -47.875829)",-24.7154583,-47.875829
765,"Parnamirim, Não Informado","Parnamirim, State of Rio Grande do Norte, Brazil","(-5.911554499999999, -35.2713164)",-5.911554499999999,-35.2713164
766,"Parnamirim, Paraíba","R. Paraíba - Rosa dos Ventos, Parnamirim - RN, Brazil","(-5.922282999999999, -35.2806405)",-5.922282999999999,-35.2806405
767,"Parnamirim, Rio Grande do Norte","Parnamirim, State of Rio Grande do Norte, Brazil","(-5.911554499999999, -35.2713164)",-5.911554499999999,-35.2713164
768,"Parnamirim, Rio de Janeiro","R. Rio de Janeiro - Rosa dos Ventos, Parnamirim - RN, 59141-705, Brazil","(-5.9200732, -35.2765346)",-5.9200732,-35.2765346
769,"Parnamirim, Sergipe","R. Sergipe, 237 - Rosa dos Ventos, Parnamirim - RN, 59141-625, Brazil","(-5.9222111, -35.2751966)",-5.9222111,-35.2751966
770,"Parnamirm, Rio Grande do Norte","Parnamirim, State of Rio Grande do Norte, Brazil","(-5.911554499999999, -35.2713164)",-5.911554499999999,-35.2713164
771,"Parnaíba, Piauí","Parnaíba, State of Piauí, Brazil","(-2.9055447, -41.7733626)",-2.9055447,-41.7733626
772,"Passa e fica, Não Informado","Passa e Fica, RN, 59218-000, Brazil","(-6.4356314, -35.6434624)",-6.4356314,-35.6434624
773,"Passa e fica, Rio Grande do Norte","Passa e Fica, RN, 59218-000, Brazil","(-6.4356314, -35.6434624)",-6.4356314,-35.6434624
774,"Passagem, Rio Grande do Norte","Passagem, RN, 59259-000, Brazil","(-6.279187599999999, -35.377839)",-6.279187599999999,-35.377839
775,"Passo fundo, Rio Grande do Sul","Passo Fundo - RS, Brazil","(-28.2622601, -52.41027949999999)",-28.2622601,-52.41027949999999
776,"Passos, Minas Gerais","Passos, MG, Brazil","(-20.7221434, -46.6133353)",-20.7221434,-46.6133353
777,"Patos de minas, Minas Gerais","Patos de Minas - State of Minas Gerais, Brazil","(-18.5872541, -46.5147373)",-18.5872541,-46.5147373
778,"Patos, Paraíba","Patos - State of Paraíba, Brazil","(-7.0192238, -37.2750691)",-7.0192238,-37.2750691
779,"Patrocínio, Minas Gerais","Patrocínio - State of Minas Gerais, 38740-000, Brazil","(-18.9379901, -46.9942484)",-18.9379901,-46.9942484
780,"Patu, Rio Grande do Norte","Patu - State of Rio Grande do Norte, Brazil","(-6.097519699999999, -37.6378634)",-6.097519699999999,-37.6378634
781,"Pau dos ferros, Bahia","Pau Ferro, Lamarão - BA, 48720-000, Brazil","(-11.783333, -39.0)",-11.783333,-39.0
782,"Pau dos ferros, Ceará","R. 13 de Maio, 439, Pau dos Ferros - RN, 59900-000, Brazil","(-6.1093041, -38.2096529)",-6.1093041,-38.2096529
783,"Pau dos ferros, Não Informado","Pau dos Ferros - State of Rio Grande do Norte, Brazil","(-6.1123761, -38.2051722)",-6.1123761,-38.2051722
784,"Pau dos ferros, Rio Grande do Norte","Pau dos Ferros - State of Rio Grande do Norte, Brazil","(-6.1123761, -38.2051722)",-6.1123761,-38.2051722
785,"Paudalho, Pernambuco","Paudalho - State of Pernambuco, Brazil","(-7.899192200000001, -35.1730583)",-7.899192200000001,-35.1730583
786,"Paulista, Paraíba","Paulista - State of Paraíba, Brazil","(-6.596964700000001, -37.6246942)",-6.596964700000001,-37.6246942
787,"Paulista, Pernambuco","Paulista - State of Pernambuco, Brazil","(-7.9375773, -34.8734523)",-7.9375773,-34.8734523
788,"Paulistana, Piauí","Paulistana - State of Piauí, Brazil","(-8.136159, -41.1416715)",-8.136159,-41.1416715
789,"Paulo afonso, Bahia","Paulo Afonso - State of Bahia, Brazil","(-9.587491600000002, -38.4008357)",-9.587491600000002,-38.4008357
790,"Pedra grande, Rio Grande do Norte","Pedra Grande - State of Rio Grande do Norte, Brazil","(-5.146452399999999, -35.8934136)",-5.146452399999999,-35.8934136
791,"Pedra lavrada, Paraíba","Pedra Lavrada - State of Paraíba, Brazil","(-6.7918297, -36.4147889)",-6.7918297,-36.4147889
792,"Pedra preta, Rio Grande do Norte","Pedra Preta - State of Rio Grande do Norte, Brazil","(-5.5618116, -36.0599539)",-5.5618116,-36.0599539
793,"Pedra, Pernambuco","Pedra - State of Pernambuco, Brazil","(-8.5001378, -36.94811929999999)",-8.5001378,-36.94811929999999
794,"Pedreiras, Maranhão","Pedreiras - State of Maranhão, Brazil","(-4.5706533, -44.6037906)",-4.5706533,-44.6037906
795,"Pedro avelino, Rio Grande do Norte","Pedro Avelino - State of Rio Grande do Norte, Brazil","(-5.5201388, -36.3911547)",-5.5201388,-36.3911547
796,"Pedro leopoldo, Minas Gerais","Pedro Leopoldo - State of Minas Gerais, Brazil","(-19.6201508, -44.0423458)",-19.6201508,-44.0423458
797,"Pedro velho, Rio Grande do Norte","Pedro Velho - State of Rio Grande do Norte, Brazil","(-6.4365441, -35.2198083)",-6.4365441,-35.2198083
