,cidade_estado,endereco,lat_lon,latitude,longitude
1172,"Vicência, Pernambuco","Vicência - State of Pernambuco, Brazil","(-7.658258399999999, -35.3223656)",-7.658258399999999,-35.3223656
1173,"Vila flor, Rio Grande do Norte","Vila Flor - State of Rio Grande do Norte, Brazil","(-6.314859200000001, -35.0760458)",-6.314859200000001,-35.0760458
1174,"Vila velha, Espírito Santo","Vila Velha - Ibes, Vila Velha - State of Espírito Santo, Brazil","(-20.3477821, -40.2949528)",-20.3477821,-40.2949528
1175,"Vilhena, Rondônia","Vilhena - State of Rondônia, Brazil","(-12.0416685, -60.1184797)",-12.0416685,-60.1184797
1176,"Vinhedo, São Paulo","Vinhedo - State of São Paulo, Brazil","(-23.0264868, -46.9818353)",-23.0264868,-46.9818353
1177,"Vitória da conquista, Bahia","Vitória da Conquista, State of Bahia, Brazil","(-14.8619237, -40.8445346)",-14.8619237,-40.8445346
1178,"Vitória de santo antão, Pernambuco","Vitória de Santo Antão, PE, Brazil","(-8.1286072, -35.2979382)",-8.1286072,-35.2979382
1179,"Vitória, Espírito Santo","Vitoria, Vitória - State of Espírito Santo, Brazil","(-20.2976178, -40.2957768)",-20.2976178,-40.2957768
1180,"Viçosa, Minas Gerais","Viçosa - State of Minas Gerais, 36570-000, Brazil","(-20.7473931, -42.8832763)",-20.7473931,-42.8832763
1181,"Viçosa, Rio Grande do Norte","Viçosa - State of Rio Grande do Norte, Brazil","(-5.98978, -37.9466737)",-5.98978,-37.9466737
1182,"Volta redonda, Rio de Janeiro","Volta Redonda - State of Rio de Janeiro, Brazil","(-22.4871853, -44.0770134)",-22.4871853,-44.0770134
1183,"Várzea alegre, Ceará","Várzea Alegre - State of Ceará, Brazil","(-6.7943447, -39.2982254)",-6.7943447,-39.2982254
1184,"Várzea grande, Mato Grosso","Várzea Grande, MT, Brazil","(-15.646248, -56.1327131)",-15.646248,-56.1327131
1185,"Várzea, Paraíba","Várzea - State of Paraíba, Brazil","(-6.7712739, -36.9908692)",-6.7712739,-36.9908692
1186,"Várzea, Rio Grande do Norte","Várzea, RN, 59185-000, Brazil","(-6.346813999999999, -35.3734996)",-6.346813999999999,-35.3734996
1187,"Wenceslau braz, Paraná","Wenceslau Braz, PR, 84950-000, Brazil","(-23.8714093, -49.8024588)",-23.8714093,-49.8024588
1188,"Xanxerê, Santa Catarina","Xanxerê, SC, 89820-000, Brazil","(-26.8751803, -52.4040853)",-26.8751803,-52.4040853
1189,"Xique-xique, Bahia","Xique-Xique - State of Bahia, 47400-000, Brazil","(-11.0515851, -42.941698)",-11.0515851,-42.941698
1190,"Água branca, Piauí","Água Branca - State of Piauí, Brazil","(-5.8897719, -42.63699159999999)",-5.8897719,-42.63699159999999
1191,"Água nova, Rio Grande do Norte","Água Nova, RN, 59995-000, Brazil","(-6.203913, -38.2944834)",-6.203913,-38.2944834
